,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
421,,,2820.0,1.0,2820.0,2726.0,7.0,3.0,1032.0,19.0,5.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,7.0,2816.0,18.0,9.0,185.0,2726.0,20.0,2820.0,2.0,2726.0,12.0,2.0,12.0
422,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,19.0,2.0,1032.0,5.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,5.0,2.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,3.0,1.0,3.0
423,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,1.0,1.0,1.0
427,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,12.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,681.0
428,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,4.0,1656.0,9.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,7.0,4.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,5.0,4.0,7.0
430,,,2820.0,1.0,2820.0,2726.0,2.0,2.0,38.0,38.0,2.0,38.0,18.0,38.0,2820.0,2735.0,38.0,2.0,2816.0,33.0,2.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
431,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,8.0,1005.0,2820.0,2735.0,28.0,1.0,2816.0,8.0,1.0,113.0,2726.0,25.0,2820.0,1.0,2726.0,4.0,1.0,6.0
434,,,2820.0,1.0,2820.0,2726.0,7.0,1.0,1032.0,19.0,5.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,7.0,2816.0,18.0,9.0,185.0,2726.0,20.0,2820.0,1.0,2726.0,12.0,1.0,12.0
439,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,12.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
450,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
451,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,12.0,1.0,681.0
460,,,2820.0,2.0,2820.0,70.0,1.0,2.0,20.0,2.0,2.0,20.0,2.0,2.0,2820.0,78.0,20.0,1.0,2816.0,2.0,2.0,20.0,78.0,20.0,2820.0,1.0,75.0,2.0,1.0,2.0
462,,,2820.0,1.0,2820.0,70.0,1.0,1.0,14.0,9.0,1.0,14.0,1.0,9.0,2820.0,78.0,14.0,1.0,2816.0,1.0,1.0,14.0,78.0,9.0,2820.0,1.0,75.0,1.0,1.0,1.0
467,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,43.0,1.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,44.0,1.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,30.0,1.0,30.0
468,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
469,,,2820.0,1.0,2820.0,2726.0,7.0,3.0,1032.0,19.0,5.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,7.0,2816.0,18.0,9.0,185.0,2726.0,20.0,2820.0,1.0,2726.0,12.0,1.0,12.0
473,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
474,,,2820.0,3.0,2820.0,2726.0,5.0,4.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,5.0,3.0,290.0
475,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,1.0,1.0,1.0
476,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
477,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
478,,,2820.0,1.0,2820.0,2726.0,14.0,1.0,1656.0,1611.0,8.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,14.0,614.0,2726.0,127.0,2820.0,5.0,2726.0,69.0,5.0,77.0
479,,,2820.0,1.0,2820.0,2726.0,3.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,18.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,18.0,2820.0,2.0,2726.0,10.0,2.0,15.0
480,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
481,,,2820.0,3.0,2820.0,2726.0,20.0,3.0,1032.0,859.0,4.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,36.0,14.0,734.0,2726.0,36.0,2820.0,4.0,2726.0,22.0,4.0,25.0
482,,,2820.0,2.0,2820.0,2726.0,59.0,2.0,1656.0,1611.0,12.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,14.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
483,,,2820.0,1.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
484,,,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,6.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,10.0,1.0,10.0
485,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,1.0,1.0,1.0
486,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,1.0,1.0,1.0
487,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,14.0,1.0,1032.0,9.0,17.0,2820.0,2735.0,734.0,2.0,2816.0,3.0,2.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,2.0,1.0,2.0
488,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,4.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
489,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
490,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
491,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,2.0,1.0,290.0
492,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,19.0,2.0,1032.0,5.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,5.0,2.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,4.0,1.0,4.0
493,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,7.0,1.0,12.0
494,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,1.0,1.0,159.0
495,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,36.0,1.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,1.0,1.0,1.0
496,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,2.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,7.0,5.0,734.0,2726.0,7.0,2820.0,2.0,2726.0,5.0,2.0,7.0
497,,,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,18.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
498,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,43.0,1.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,44.0,5.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,5.0,1.0,11.0
499,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,290.0
500,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,36.0,1.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,1.0,1.0,1.0
501,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,681.0
502,,,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,3.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,10.0,1.0,10.0
503,,,2820.0,2.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,2.0,2.0,2.0
504,,,2820.0,1.0,2820.0,2726.0,19.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,7.0,2816.0,33.0,12.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
505,,,2820.0,7.0,2820.0,2726.0,23.0,7.0,1032.0,859.0,14.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,16.0,2816.0,187.0,23.0,734.0,2726.0,259.0,2820.0,11.0,2726.0,118.0,11.0,159.0
506,,,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,14.0,1.0,1032.0,9.0,17.0,2820.0,2735.0,734.0,2.0,2816.0,3.0,2.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,2.0,1.0,2.0
507,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
508,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,859.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,7.0,5.0,734.0,2726.0,7.0,2820.0,1.0,2726.0,5.0,1.0,7.0
509,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,13.0,1.0,34.0
510,,,2820.0,1.0,2820.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2820.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2820.0,1.0,3.0,1.0,1.0,1.0
511,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,2.0,1.0,2.0
514,,,2820.0,2.0,2820.0,2726.0,5.0,2.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,5.0,2.0,290.0
539,,,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,10.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
548,,,2820.0,2.0,2820.0,2726.0,4.0,3.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,4.0,3.0,4.0
556,,,2820.0,1.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
563,,,2820.0,3.0,2820.0,2726.0,5.0,4.0,1656.0,1611.0,4.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,5.0,3.0,290.0
577,,,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,6.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,10.0,1.0,10.0
581,,,2820.0,3.0,2820.0,2726.0,5.0,3.0,38.0,38.0,3.0,38.0,18.0,38.0,2820.0,2735.0,38.0,3.0,2816.0,33.0,5.0,38.0,2726.0,38.0,2820.0,2.0,2726.0,6.0,2.0,11.0
583,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
605,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,19.0,1.0,1032.0,5.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,5.0,1.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,3.0,1.0,3.0
614,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,1.0,1.0,47.0
618,,,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
620,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,1.0,2816.0,163.0,1.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
624,,,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
633,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
657,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,13.0,1.0,18.0
658,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,681.0
678,,,2820.0,2.0,2820.0,2726.0,14.0,2.0,1656.0,1611.0,8.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,14.0,614.0,2726.0,127.0,2820.0,5.0,2726.0,69.0,5.0,77.0
682,,,2820.0,1.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
697,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,7.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
700,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,10.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
703,,,2820.0,1.0,2820.0,2726.0,59.0,2.0,1656.0,1611.0,7.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,9.0,2726.0,210.0,9.0,290.0
705,,,2820.0,1.0,2820.0,70.0,1.0,1.0,12.0,27.0,1.0,12.0,3.0,6.0,2820.0,78.0,12.0,1.0,2816.0,3.0,1.0,12.0,78.0,5.0,2820.0,1.0,75.0,2.0,1.0,2.0
708,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,1.0,1.0,1.0
713,,,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,5.0,2.0,290.0
717,,,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,1.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,26.0,16.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,17.0,1.0,20.0
724,,,2820.0,1.0,2820.0,2726.0,11.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,6.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
730,,,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,3.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,26.0,7.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,13.0,1.0,12.0
744,,,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
746,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
748,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
753,,,2820.0,1.0,2820.0,2726.0,43.0,5.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,4.0,2726.0,93.0,4.0,151.0
757,,,2820.0,1.0,2820.0,2726.0,3.0,2.0,1032.0,12.0,3.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,3.0,3.0,734.0,2726.0,49.0,2820.0,2.0,2726.0,3.0,2.0,3.0
768,,,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,11.0,2816.0,91.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,11.0,1.0,77.0
771,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,1.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,1.0,1.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,1.0,1.0,1.0
793,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,26.0,4.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,4.0,1.0,4.0
805,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
809,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,47.0
818,,,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,7.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
823,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,13.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
825,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,43.0,3.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,44.0,5.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,5.0,1.0,11.0
831,,,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,5.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,8.0
834,,,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,6.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,2.0,2726.0,10.0,2.0,10.0
838,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,1.0,1.0,290.0
854,,,2820.0,1.0,2820.0,2726.0,43.0,5.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
856,,,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
858,,,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,18.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
865,,,2820.0,1.0,2820.0,70.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,2820.0,78.0,4.0,1.0,2816.0,1.0,1.0,4.0,78.0,3.0,2820.0,1.0,75.0,1.0,1.0,1.0
880,,,2820.0,1.0,2820.0,2726.0,5.0,3.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,3.0,2726.0,5.0,3.0,12.0
881,,,2820.0,1.0,2820.0,2726.0,19.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,33.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
883,,,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,22.0,1.0,47.0
889,,,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,8.0,4.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,8.0,1.0,7.0
890,,,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,13.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,13.0,2816.0,26.0,16.0,734.0,2726.0,95.0,2820.0,4.0,2726.0,17.0,4.0,20.0
